,A,AraC,FucR,ExuR,AllR
ecoli_00297,-0.3994454472,0.1505361505,0.10269734200000001,-0.359365392,0.29426528100000005
ecoli_00298,0.1478380703,0.2150588695,0.153704371,-0.38992642200000005,0.345256538
ecoli_00299,0.0690331473,-0.34733175050000004,-0.132406896,-0.20920618100000002,-0.35533222400000003
ecoli_00300,-0.2244243468,-0.4096675965,-0.066567555,-0.121426265,-0.36874651900000005
ecoli_00301,0.1471680074,-0.4704500475,-0.26902053400000003,-0.48706977900000004,-0.067817441
ecoli_00302,0.6799871084,0.3255885845,0.24774125900000002,0.18343335400000002,-0.058345417000000004
ecoli_00303,-0.0104704822,-0.0961821645,-0.00166139,-0.171493855,-0.09455537200000001
ecoli_00304,1.0512610371,0.3141452395,-0.055128127000000006,-0.10505030700000001,0.056975867000000006
ecoli_00305,2.1867748135,0.6504225865000001,0.715228101,0.9024895390000001,-0.052000692
ecoli_00306,1.8555886572,0.7588333125000001,0.36537733,0.84335137,-0.228870589
ecoli_00307,2.5565902463,0.7536758435,0.7213511,0.69015246,-0.342742859
ecoli_00308,2.1416943004,0.6942121095,0.747703306,0.651379475,-0.472422714
ecoli_00309,3.9308292692,1.1671821005,1.335035975,0.461407787,-0.327294805
ecoli_00310,4.0337790411,1.2582594325,1.202463488,0.57656861,-0.291648715
ecoli_00311,3.7710984402000003,0.6883824725000001,0.251499277,0.64372295,-0.38232591400000004
ecoli_00312,3.0264038299,0.3664857425,0.30921008,0.782094036,-0.40075545900000004
ecoli_00313,0.1996395889,-0.0733034125,0.11202344700000001,-0.10789383400000001,0.24937948000000001
ecoli_00314,-0.036636267800000004,0.0183670275,0.317215966,-0.05399612,0.270109736
ecoli_00315,0.8460574628,-0.3002083075,0.36935575800000003,0.096600527,-0.30902424100000003
ecoli_00316,1.936766965,-0.4773156375,0.23757781400000003,-0.085231154,-0.31594220500000003
ecoli_00317,1.9764218564,-0.3289077995,0.186096128,0.06631793600000001,-0.171015691
ecoli_00318,1.4048695433,-0.5411758345000001,0.180528564,-0.03178841,-0.44667837600000004
ecoli_00319,0.1955197093,-0.0967738585,-0.332263197,-0.47241748100000003,-3.2802e-05
ecoli_00320,0.0450603823,-0.2016807515,-0.199575929,-0.40014628900000004,-0.0416273
ecoli_00321,2.8736229706,0.9879547995,0.39688688600000005,0.934443184,-0.11166174200000001
ecoli_00322,2.384270859,0.7432885075,0.664008915,0.9222091750000001,-0.079181412
ecoli_00323,0.2169191681,-0.0420426155,-0.06169939,-0.49369284100000005,0.097306718
ecoli_00324,0.2728507093,-0.2730109155,-0.287145688,-0.45669867300000005,0.10126436500000001
ecoli_00325,0.40784413740000003,-0.0318168265,-0.197011333,-0.407535083,0.142876013
ecoli_00326,0.3623454768,0.11636711350000001,-0.08377076700000001,-0.297441714,0.340616275
ecoli_00327,0.4463480526,0.1466871565,-0.155961858,-0.16117271800000002,0.889547064
ecoli_00328,0.5717928184000001,-0.0524452315,-0.227076785,-0.22112621600000001,0.791294067
ecoli_00329,0.9414174362000001,0.1499084575,0.0072667090000000005,0.178354578,0.8752149450000001
ecoli_00330,0.6292742261000001,0.0897266735,-0.145606651,0.033683747,0.860945187
ecoli_00331,0.5118974815,0.3778524605,-0.13045584200000002,-0.030434693000000002,0.795232605
ecoli_00332,0.8138972160000001,0.3435914225,-0.41392799900000005,-0.18411683,0.701642584
ecoli_00333,0.7341094840000001,0.5609805085,-0.165125602,0.02030398,0.703841904
ecoli_00334,0.1460993058,0.37393984150000004,-0.572546711,-0.353077297,0.697641131
ecoli_00335,0.521830255,-0.1232125785,-0.572746305,-0.733067405,0.204590554
ecoli_00336,0.3326199678,-0.18828574850000002,-0.342525499,-0.490812462,0.19268921500000002
ecoli_00337,0.3462550401,-0.0508294545,-0.169919508,-0.338689305,0.577518014
ecoli_00338,0.2848273589,-0.1900035995,0.09939951,-0.30757768500000005,0.5942624550000001
ecoli_00339,0.1268475682,0.1779265665,-0.607696315,-0.5383068550000001,0.14336832400000002
ecoli_00340,0.9767494939,-0.0040416125,-0.277081776,-0.48174374000000003,0.238176563
ecoli_00341,-0.0792765446,-0.11454438950000001,-0.645081169,-0.400233037,0.037003913
ecoli_00342,-0.0384796941,-0.0668785555,-0.504617917,-0.551975204,0.017422396
ecoli_00343,-0.0718873857,-0.0524562555,-0.325139587,-0.318326587,0.34673720500000005
ecoli_00344,0.1392716485,0.0142884315,-0.44381014900000004,-0.4491498,0.30381029600000004
ecoli_00345,0.0574742986,0.1513850695,-0.21859061800000001,-0.288626467,0.488922878
ecoli_00346,0.2380866532,0.2095716105,-0.201615484,-0.287262242,0.50106028
ecoli_00347,0.3396037142,0.46274393350000004,0.066830872,-0.058325092,0.341456861
ecoli_00348,0.34319525100000003,0.4456037095,-0.07098439000000001,-0.11915993500000001,0.29775296100000004
ecoli_00349,0.6935287412000001,0.5141217495,-0.018603425,-0.14069025000000002,0.18385573600000002
ecoli_00350,0.585432984,0.5526984315,-0.0076445540000000005,-0.058761988,0.24097609600000003
ecoli_00351,1.7432084873,0.39444029750000004,-0.10475864500000001,0.09560521500000001,0.717787434
ecoli_00352,0.3860905511,0.5426581215,-0.310020149,-0.044345112000000006,0.360031376
ecoli_00353,1.0088271166,0.4166634435,-0.078836024,-0.112282908,0.34095529500000005
ecoli_00354,0.8270112191000001,0.3662758115,-0.174257515,-0.190172384,0.227510284
ecoli_00355,1.1895588944,0.7397199615000001,0.635619371,0.273452034,0.357789895
ecoli_00356,1.2068408971,0.8464107695,0.566894255,0.274678994,0.39338894300000005
ecoli_00357,1.4563146597,0.8798397905,0.40550143600000005,0.309716959,0.548573638
ecoli_00358,1.7335595669,1.0495266665,0.32809596900000004,0.296213404,0.583344547
ecoli_00359,1.1022571117,0.8595104465000001,0.547121009,0.23049333600000002,0.41124335900000003
ecoli_00360,0.7401783383,0.9613377045,0.430286822,0.377893189,0.398695167
ecoli_00361,0.39695668840000004,0.8310445945,-0.046550226,0.43454673800000004,0.26723751700000004
ecoli_00362,0.3364897167,1.1945990355,0.22080495500000002,0.44845986200000004,0.49492637600000006
ecoli_00363,-2.2765189141,-1.2520418745,-0.7752859990000001,0.423628471,-0.147079553
ecoli_00364,-2.0483163623,-1.1398338725000001,-0.5388369670000001,0.691099425,-0.32163304400000003
ecoli_00365,-1.7608188372,-2.3097881555,-0.19180865500000002,0.6259158610000001,-2.019653069
ecoli_00366,-0.6623461721,-2.5020894925,-0.105275266,0.9394304840000001,-2.095576254
ecoli_00367,-2.0526999468,-3.5861488515,-1.494173796,-0.311888641,-2.283372098
ecoli_00368,-1.6864652564,-3.5771958745,-1.6734230399999999,-0.6609310350000001,-2.137497919
ecoli_00369,-2.8894894664,-1.9389034055,-0.854479673,0.9764390340000001,-0.446362307
ecoli_00370,-2.1947945721,-1.9930356795000002,-0.8589943750000001,0.357654062,-0.37047967600000004
ecoli_00371,-1.4733772688,-2.7335180064999998,-0.661190358,0.6788858470000001,-2.702834018
ecoli_00372,-1.2376036038,-2.6254504145,-0.19745663100000002,0.576407431,-2.413434763
ecoli_00373,-1.9868712602,-4.6668666265,-2.227340272,-0.867334405,-3.056123372
ecoli_00374,-1.3022375274,-4.0462917495,-2.407831931,-0.8596323140000001,-3.118021038
ecoli_00375,-2.2252379152,-1.8207039305000001,-0.40415812300000004,0.21017412700000002,-0.146244242
ecoli_00376,-2.191561781,-2.0477272415,-0.786995191,0.143526292,-0.090453111
ecoli_00377,-2.3328543801,-3.1699089735,-1.276904965,-0.150171315,-2.179479965
ecoli_00378,-2.1487260727,-3.1668327705,-1.579756675,-0.08994534900000001,-2.23881674
ecoli_00379,-1.8206982168999999,-3.8132492565,-1.063567549,0.590614235,-2.30982586
ecoli_00380,-1.8353990054,-3.5975777975,-1.334157217,0.547997195,-2.363278664
ecoli_00381,-1.8399322029,-1.8111186815,-0.926348931,-0.30436618,-0.641991081
ecoli_00382,-1.7434229317,-2.3291942755,-1.08878332,-0.29742327,-0.9140005870000001
ecoli_00383,-1.0107742392,-2.5052256005,-1.610837433,1.245367878,-2.428566389
ecoli_00384,-1.3536175527,-2.9672708135,-1.5358132480000002,1.405349527,-2.738302849
ecoli_00385,-1.3744896872,-3.3420356865,-1.754957351,0.283768676,-1.926834017
ecoli_00386,-1.3304556142,-3.0113097145,-1.794195104,0.24770708700000002,-2.025395858
ecoli_00387,-1.2067841991,-1.5385214715000002,-0.9893970110000001,0.501229209,-0.6206187630000001
ecoli_00388,-1.553017336,-1.6694463325000002,-0.8732091590000001,0.620364384,-0.647761362
ecoli_00389,-2.2617163106,-3.2896911185,-1.4720473040000002,0.388588996,-2.706900275
ecoli_00390,-2.4008695013,-3.0261685875,-1.742229675,0.340567394,-2.564699709
ecoli_00391,-2.0480867129,-4.2394617405,-2.54109873,-0.934167512,-2.592277803
ecoli_00392,-2.3534700214,-3.9233285265,-2.05943005,-0.475780036,-2.390841589
ecoli_00393,-1.6542544257,-0.9373215125000001,-0.21250172,-0.38627519600000004,-0.592858208
ecoli_00394,-1.1001521054,-0.8653815505,-0.091348758,-0.38093582,-0.7928083300000001
ecoli_00395,0.07498519740000001,-0.1666293265,0.042789345,-0.140038622,-0.067733451
ecoli_00396,-0.157033466,0.009964038500000001,-0.040462343000000005,-0.39500253500000004,-0.10917820900000001
ecoli_00397,2.4176318652,2.1208220455,1.113674982,0.588435224,0.68611207
ecoli_00398,2.5181203015999998,2.2410487445,0.9937870390000001,0.690670302,0.79821972
ecoli_00399,-1.5860810511999999,-0.7482007705,-0.004600805,-0.5978306160000001,-0.24921068200000002
ecoli_00400,-0.6654271573,-0.6078015145,0.29539534,-0.39198661100000004,-0.43091670600000004
ecoli_00401,0.2450026492,-0.23197492150000001,-0.124975152,-0.315695159,-0.184858131
ecoli_00402,-0.3421861704,0.2198232465,0.40690274800000004,-0.49764690800000005,-0.0023738450000000003
ecoli_00403,1.1526393674,1.3228375995000001,0.284898684,-0.07010912600000001,1.00603717
ecoli_00404,1.9796058373,1.7664025795,0.7114533660000001,0.237876255,0.880723789
ecoli_00405,-0.940474871,-0.8002160005000001,0.07929240600000001,-0.5391456410000001,-0.471934656
ecoli_00406,-1.5160423948,-0.5830042755,-0.11499673,-0.6860290050000001,-0.508943935
ecoli_00407,-0.0196322152,0.4183197265,0.378095033,-0.420196555,-0.304232221
ecoli_00408,0.377980827,0.23064306950000002,0.227711728,-0.620089958,-0.058328608000000004
ecoli_00409,1.6394560885,2.0464749205,1.049000007,0.195412108,0.6127139420000001
ecoli_00410,1.8833002139000001,1.6415968855,0.543599126,0.036922456,0.6837373280000001
ecoli_00411,-2.0285346978,-1.1279609035,-0.594586744,-0.529165467,-0.715724519
ecoli_00412,-2.0309051973,-0.9230400505,-0.464902586,-0.411184718,-0.6967772280000001
ecoli_00413,-0.8987982108,0.0315772205,0.008142833,-0.135682459,-0.284781008
ecoli_00414,-1.1129553736,0.1721207695,0.041855717,-0.36538432800000004,-0.259918141
ecoli_00415,1.1215337708,1.6179872524999999,0.531607025,0.342325851,0.7043868600000001
ecoli_00416,1.2507371761,1.9061199604999999,0.479690029,0.236605467,0.745139592
ecoli_00417,-0.6473724973,-0.8933553695,-0.076074182,-0.527264796,-0.534460025
ecoli_00418,-0.6837388707000001,-0.8932016055,-0.014170712,-0.523940802,-0.422724782
ecoli_00419,0.663442407,0.3178427755,0.225426765,-0.369753312,0.11989194900000001
ecoli_00420,0.5955309338,0.19544881050000001,0.488537033,-0.26630258100000004,0.004414085
ecoli_00421,2.5059737404,2.2572617935,1.04243941,0.46766341100000003,0.733233158
ecoli_00422,2.6405269379,2.0042798665,0.958446093,0.354813804,0.762642908
ecoli_00423,-1.7961904852,-1.0282576475,-0.13673923200000002,-0.502216079,-0.45467096100000004
ecoli_00424,-1.4326755483,-0.9224454155,-0.226690884,-0.325763166,-0.556499307
ecoli_00425,-1.7832811921,-0.9389392445,-0.14816901400000002,-0.503575494,-0.9558470920000001
ecoli_00426,-1.4546187572,-0.8801529985000001,-0.21266237600000001,-0.552281577,-0.7648309640000001
ecoli_00427,-0.9343513601000001,0.0906725485,0.0064954999999999995,-0.257974073,-0.16668396600000002
ecoli_00428,-0.9808720663,-0.1097416215,0.038526372,-0.23456505600000002,-0.18794743400000002
ecoli_00429,-0.8756257241000001,0.1831941885,-0.18043651,-0.37267533,-0.151796815
ecoli_00430,-0.6944308126000001,-0.0015600585,-0.069072011,-0.405979784,-0.107061627
ecoli_00431,0.3391260075,1.7196871895,0.5249414560000001,0.448257901,0.6940053220000001
ecoli_00432,1.7882831112000002,2.2340143345,0.7005455070000001,0.6480292950000001,0.823235896
ecoli_00433,0.9625206380000001,1.8419055785,0.485650572,0.24660241300000002,0.7598314810000001
ecoli_00434,1.2288312553,1.9141853655,0.5653222880000001,0.30565888900000004,0.662095807
ecoli_00435,-1.8565387805,-0.8926187855000001,-0.16039255500000002,-0.49610930200000003,-0.582681816
ecoli_00436,-1.8220200187,-0.7007811305,-0.041941442,-0.527068447,-0.605263077
ecoli_00437,-0.5760823342,-0.053103448500000004,-0.06775835200000001,-0.19869687800000002,-0.218199007
ecoli_00438,-0.5551203535,-0.0443631045,-0.108454587,-0.317119404,-0.106567198
ecoli_00439,2.5571045194,2.1846936295,1.070521423,0.5129002490000001,0.6440820270000001
ecoli_00440,2.3807049573,1.9161230505,0.83736585,0.533067619,0.779626734
ecoli_00441,-2.1647831627,-0.9743800655,-0.43622224200000004,-0.618174501,-0.56387602
ecoli_00442,-1.4674542895,-0.9940528285,0.11241377400000001,-0.547743712,-0.571063913
ecoli_00443,-0.45250592910000004,-0.007121146500000001,-0.08598436400000001,-0.41755967800000005,-0.169484285
ecoli_00444,-0.7125661552,-0.0903589875,-0.032756529,-0.481077864,-0.16660315
ecoli_00445,1.5563876239,2.1825395645,0.898877251,0.190369918,0.700506688
ecoli_00446,1.4578027505,2.2010628965,1.077431205,0.43718239000000003,0.654143683
ecoli_00447,-0.0367126087,-0.1219609155,0.312529724,-0.065087384,0.252280819
ecoli_00448,-0.1524053591,-0.0309843125,0.23049787700000002,0.072968026,0.279534237
ecoli_00449,0.0649145118,-0.3166394635,0.423487477,-0.091956167,0.408222014
ecoli_00450,0.0238456965,-0.0146979975,0.21442236,-0.044069573,0.421233263
ecoli_00451,-0.54369604,-0.1951435335,0.031442593000000005,-0.073393759,0.21183605400000002
ecoli_00452,-0.12879405600000002,-0.16318092950000002,0.132631663,-0.098209103,0.178112401
ecoli_00453,0.1733323398,0.09890636550000001,0.260644215,-0.18130094500000002,0.42501180800000005
ecoli_00454,0.4592295773,0.0199073665,-0.09714972100000001,-0.37713530100000003,0.21358342500000002
ecoli_00455,0.950956487,-0.26233346150000003,0.563016103,0.32351841400000003,-0.349268792
ecoli_00456,0.6853658179000001,-0.2871964695,0.49722282700000003,0.33643351600000004,-0.522259114
ecoli_00457,0.9759342603000001,0.0759835595,0.731641901,0.38472951600000005,-0.47367447100000004
ecoli_00458,1.1183198044,-0.07098797750000001,0.710256071,0.31925949400000003,-0.506473567
ecoli_00459,0.9552081964,0.0177614645,0.661470211,0.428769002,-0.31830810400000004
ecoli_00460,1.0216121584,-0.0237667665,0.792690208,0.37709143300000003,-0.29204625300000003
ecoli_00461,11.3988044701,1.1909241925,1.684548254,1.614125886,-0.642875608
ecoli_00462,12.2270938371,1.3749967665,1.7241781070000002,1.787126518,-0.751846055
ecoli_00463,10.3562173874,1.0231305745000001,1.316601419,0.599095362,-0.379595571
ecoli_00464,9.7494283855,0.8484187075,1.158244831,0.6061320560000001,-0.40845724
ecoli_00465,2.9282712226000003,0.1335002125,-0.665184595,0.47508765100000006,2.308841161
ecoli_00466,2.8136826829,0.1993859625,-0.692816631,0.42824988,2.484578831
ecoli_00467,8.8204449957,0.24781832950000002,2.001222058,0.545050704,-0.35623460500000004
ecoli_00468,8.8600158218,0.4189174315,2.012744688,0.5878519680000001,-0.374906779
ecoli_00469,3.086718369,0.0228259165,-1.010343391,0.564862039,1.454077478
ecoli_00470,2.72837211,0.1722383775,-1.2589467619999999,0.518916314,2.278967961
ecoli_00471,11.0237456057,0.7494721155,1.8216045630000002,1.461069165,-0.369977427
ecoli_00472,11.1646028481,0.6446671335,1.835855561,1.366120883,-0.44240826800000005
ecoli_00473,9.4329903409,1.2148770795,1.288456877,0.7032608810000001,-0.08761198
ecoli_00474,9.9376107527,1.2393713225,1.348733864,0.783303429,-0.580023784
ecoli_00475,8.9360276885,0.2533793375,0.897113463,0.451213748,-0.549582232
ecoli_00476,9.0782284838,0.3067821535,0.923925529,0.5663428610000001,-0.48772308200000003
ecoli_00477,10.2346418357,0.4003523275,1.970122806,0.7812310950000001,-0.6504237820000001
ecoli_00478,10.3231391759,0.38194856250000003,1.954523425,0.761888694,-0.5356092880000001
ecoli_00479,0.0760470193,-0.3482126585,-0.018736289,0.159131086,0.28673839700000003
ecoli_00480,-0.3963099977,-0.26163250250000003,-0.019772231,0.133088692,0.20621256100000002
ecoli_00481,-0.5977266724,-0.6089375015,-0.023462394,0.8360905160000001,0.253010699
ecoli_00482,-1.0359713917,-0.4870249025,-0.48086888400000005,0.9810539720000001,0.082806636
ecoli_00483,0.0407689824,0.1843908715,0.46997044,0.38751683200000003,-0.180653855
ecoli_00484,-0.015256405,0.2042201425,0.564379979,0.445236128,-0.172161312
ecoli_00485,0.0289056068,-1.0987462255,-0.7188016420000001,1.773454971,-1.5594197890000001
ecoli_00486,0.1389146582,-0.9283130265,-0.720223826,1.747306397,-1.503082305
ecoli_00487,12.018590699,2.0956955795,2.11235822,1.750993399,-0.68387336
ecoli_00488,11.8463994227,2.2004270465,2.22543776,1.7732271,-0.6120312370000001
ecoli_00489,9.5562524808,1.2629949175,1.678229642,0.381515934,-0.34466915200000003
ecoli_00490,9.6576674415,1.3588901905,1.706642933,0.36600477000000003,-0.42648324200000004
ecoli_00491,6.8740567319,0.9687736355000001,1.938749052,-0.204544193,-0.620443666
ecoli_00492,7.1408438124,1.1111503255,1.962501037,-0.212355323,-0.654093476
ecoli_00493,6.2756707292,1.2633362885000001,1.7962759620000002,0.44844534100000005,0.18790393200000002
ecoli_00494,6.4285390217,1.2159470155,1.6844533830000001,0.49299562100000005,0.051634439000000004
ecoli_00495,0.5177365176000001,-0.0213979825,-0.47237227200000004,1.210907912,0.19438221300000003
ecoli_00496,0.1743918201,-0.1459056585,-0.228501173,1.069911518,0.128404909
ecoli_00497,3.7539027663,0.3412939595,-0.49662951600000005,0.67815916,2.603744721
ecoli_00498,3.320490263,0.2287011565,-0.57577962,0.676584103,2.721082091
ecoli_00499,-0.3344846655,-0.4564498515,-0.388923626,1.060328866,0.43647882400000004
ecoli_00500,-0.6035296022000001,-0.5872422865,-0.340779059,1.106689456,0.5017111320000001
ecoli_00501,8.514631810400001,1.4979434435,1.7103774820000002,0.624829296,-0.4647109
ecoli_00502,8.6500479724,1.6961506725,1.6223771180000002,0.5975709290000001,-0.420483088
ecoli_00503,11.5146971064,2.1204249515,2.435440608,1.297886847,-0.241328849
ecoli_00504,11.59998508,2.2300106625,2.392441623,1.2392744310000001,-0.063146564
ecoli_00505,6.4653378582,0.6646363505,1.528958291,0.6326132360000001,-0.6444053790000001
ecoli_00506,6.3374385405,0.5252439845,1.557601539,0.515259845,-0.814483261
ecoli_00507,1.1719852669,-0.2640644545,0.332277574,0.32478339300000003,-0.5322211090000001
ecoli_00508,0.5458183411,0.1208176625,0.67024646,0.265727728,-0.224774683
ecoli_00509,0.6264616169,0.1827400555,0.6451787330000001,0.468243677,-0.348438018
ecoli_00510,0.5523769565000001,0.1665681075,0.6340567460000001,0.506159389,-0.36476578200000004
ecoli_00511,-0.5233835513,-1.1186319585,-0.946865602,1.650757441,-0.9310577210000001
ecoli_00512,-0.49368401650000004,-0.8253689335000001,-0.990165696,1.716268707,-0.9450356870000001
ecoli_00513,4.3315962504,0.9422606765,-0.603150572,0.615801182,2.684835081
ecoli_00514,3.8948959865,0.9994581665000001,-0.474919279,0.655879726,2.779361151
ecoli_00515,6.1629485049,0.7677007685,1.250023004,0.36860747200000005,-0.271645515
ecoli_00516,6.1410290561,0.7982963665,1.181189609,0.377681951,-0.185470921
ecoli_00517,-2.1527922762,-1.3355061045,-0.5180147740000001,1.025587211,-0.366930558
ecoli_00518,-2.0354248428,-1.4077754805,-0.5135314830000001,1.010234534,-0.44220633600000003
ecoli_00519,-0.7273977918000001,-1.2484105505,-0.20277181,1.7642394330000002,-0.341745913
ecoli_00520,-1.1277485164,-1.2921079145,-0.32832131400000003,1.6513990490000001,-0.276760202
ecoli_00521,-1.1060621966,-1.3004643105,-0.23823139100000001,1.798466528,-0.25371128200000004
ecoli_00522,-0.8856587704000001,-1.0473787155,-0.33265084100000003,1.674581281,-0.007219079000000001
ecoli_00523,-1.3495229511,-1.5785202025,-0.48373547800000005,1.473440278,-0.264514554
ecoli_00524,0.3148597144,0.6390438845,0.665395672,-0.861806768,0.04992455
ecoli_00525,0.1269861412,0.8504096835,0.5361988400000001,-0.7741517440000001,0.222516877
ecoli_00526,0.1879905417,0.8949890885,0.426911113,-0.931307666,0.42810106000000003
ecoli_00527,0.6310135121,0.9747729745,0.422360055,-0.72839888,0.387349257
ecoli_00528,-0.7210023993,-1.7567520425,-1.276585151,1.183085849,-0.508406315
ecoli_00529,-1.174523805,-1.7155392515,-1.400652366,1.070527092,-1.019100281
ecoli_00530,-0.9988411176,-1.9798289385,-0.935240968,1.297719085,-0.783353984
ecoli_00531,-2.104411296,-2.0719687345,-1.6120249100000001,0.9916449770000001,-1.161225701
ecoli_00532,-0.5186466884,-0.4795354445,0.2876979,1.048703633,0.027564093
ecoli_00533,-0.4125386587,0.0120950345,0.7773583850000001,1.3981760570000001,-0.020480657000000003
ecoli_00534,-0.6325235532,-0.4569249475,0.549603992,0.9796874999999999,0.15898015100000001
ecoli_00535,-0.1051085092,0.11193715950000001,0.82630114,1.3819195450000001,0.006310776000000001
ecoli_00536,-1.9084098854,-1.6548630635000001,-1.149053668,0.6909381330000001,-0.46304846
ecoli_00537,-1.5219811381000001,-1.4410844295,-1.116418308,0.6108258040000001,-0.134659165
ecoli_00538,-1.789735937,-1.3900460685,-1.044713712,0.9167323380000001,-0.5342851190000001
ecoli_00539,-1.8895850845000002,-1.5885852735000001,-0.7855546010000001,0.992190581,-0.5808956040000001
ecoli_00540,-0.2847692906,-1.7747290915,-1.441578348,1.517283984,-0.44941490900000003
ecoli_00541,-0.1832023825,-1.8723644365,-1.382450234,1.4252361150000001,-0.516016013
ecoli_00542,-0.5805121411,-1.5737119284999999,-1.154554789,1.681773328,-0.5621436470000001
ecoli_00543,-0.7912291854,-1.7407642665,-1.105727437,2.073700775,-0.591621807
ecoli_00544,-0.38136034480000003,-1.8973820395,-1.682769662,1.5217262580000002,-0.931393702
ecoli_00545,-0.8411387766,-1.8409500885,-1.5380692580000002,1.511940972,-0.731444182
ecoli_00546,-0.9469022168000001,-1.6729500955,0.068394514,1.44512297,-0.9073942570000001
ecoli_00547,-0.7982308244,-2.1156593585,-0.15754784500000002,1.441389198,-0.9699663850000001
ecoli_00548,-1.0709025677,-1.9133086705000002,-0.28698049800000003,1.388111414,-1.021657996
ecoli_00549,-0.8233875783,-2.0140356005,-0.434108694,1.470080808,-1.162733319
ecoli_00550,0.0097862622,-1.6262598394999999,-0.044126466,1.7945347850000002,-0.953569854
ecoli_00551,-0.5316166826000001,-1.6566591595,0.048600910000000004,1.721279816,-0.980376914
ecoli_00552,-1.5404358356999999,-2.0127234985,-0.626238501,0.7491069880000001,-0.925133316
ecoli_00553,-1.5887065167,-1.8474904785000001,-0.625902289,0.5272169010000001,-0.9429047020000001
ecoli_00554,-0.5211747315,-1.6075280275,-0.14797057700000002,1.06431325,-1.276195341
ecoli_00555,-0.4418314914,-1.5371712715,-0.22536829900000002,1.229507739,-1.201007245
ecoli_00556,-0.0088394745,-0.9575172745,0.4556675,1.547133066,-1.24683494
ecoli_00557,-0.4501542416,-1.1221729185,0.47931985800000004,1.4425225940000002,-1.492378895
ecoli_00558,-0.7724318274,-1.5424693375,-0.8905663060000001,0.44935645700000004,-0.243932894
ecoli_00559,-0.8697648563,-1.6501907175000001,-0.997066144,0.580067689,-0.13153895000000002
ecoli_00560,0.5127042099,-0.7870402355,-0.47135718400000004,0.65253483,-0.24843640100000003
ecoli_00561,0.056092821800000005,-0.4877832315,-0.467420565,0.77608045,-0.197747252
ecoli_00562,2.0102897237,-0.4822361075,-1.284413992,1.717097984,-0.293625026
ecoli_00563,2.1155967043,-0.5855092155,-1.747036086,1.844512139,0.12227017400000001
ecoli_00564,-0.9849623651,0.5882760005000001,-0.31632174700000004,-0.28450303600000004,-0.12187094100000001
ecoli_00565,-0.9828863710000001,0.6468117485,-0.19912742400000003,-0.346374463,0.007979727
ecoli_00566,0.2399373317,-0.5754917115,0.6305041490000001,2.262846814,-0.42982395900000003
ecoli_00567,0.4034631262,-0.4461157415,0.7060076310000001,2.358366192,-0.51338778
ecoli_00568,-1.1666420435,0.08701320850000001,-0.002727924,-0.368380321,-0.28976775800000004
ecoli_00569,-0.8976548631,0.0668312115,0.012969946000000001,-0.34740291900000003,-0.302035586
ecoli_00570,-0.646684798,0.1800273175,-0.13516767300000002,-0.30321742300000004,-0.38479778200000003
ecoli_00571,-0.6971510625,0.0547415465,-0.089636594,-0.150915814,-0.44654782
ecoli_00572,-1.9997349669000002,-0.9717367985,-0.183481585,1.797331744,-0.8585004030000001
ecoli_00573,-0.9716834242000001,-0.8210445855,0.35762782200000004,2.154933938,-0.534362972
ecoli_00574,0.32847521150000003,-1.5652692825,-0.478856361,1.161751148,-0.8588093280000001
ecoli_00575,0.430786278,-2.0556468135,-0.38434717900000004,1.115114398,-0.9747562740000001
ecoli_00576,-0.6547610644,-1.5292306495,0.17438466900000002,0.34346134500000003,-0.939995647
ecoli_00577,0.1211190849,-1.3265920095000001,0.222871212,0.853515353,-0.7665448290000001
ecoli_00578,0.2160226207,-1.4659793644999999,0.17534782100000001,0.746293584,-0.40372970500000005
ecoli_00579,0.34989134310000003,-1.8148144955,-0.31153611800000003,0.705940965,-0.659058051
ecoli_00580,0.4265955093,-1.4324733785000001,-0.143801971,0.720147078,-1.162475561
ecoli_00581,0.0550232479,-1.9149193924999999,-0.36311785500000004,0.6328062590000001,-1.099859179
ecoli_00582,-0.1323794238,0.6351384675,-0.36457520600000004,-0.089705199,0.512825388
ecoli_00583,-0.1277005377,0.40427759750000003,-0.304847211,-0.193221301,0.263261485
ecoli_00584,-0.5120864641,-1.3052104825,0.21106754200000002,1.877842849,0.19299545
ecoli_00585,-0.607358866,-1.2094422735,0.386118593,1.940679716,0.149940094
ecoli_00586,-1.0140072223,-0.3007723565,-0.637623052,-0.443742878,-0.177625851
ecoli_00587,-0.4538790668,-0.058317163500000005,-0.474480993,-0.30023640100000004,-0.12792308900000002
ecoli_00588,-0.6560960375,0.1861888835,-0.568720569,-0.15811835200000002,-0.240055291
ecoli_00589,-0.25194515170000004,0.4068880165,-0.555400251,-0.165750889,-0.168265554
ecoli_00590,-0.20032225620000002,-1.0570516785,-1.105473448,1.669365026,-0.042460605000000005
ecoli_00591,0.15836061140000002,-1.0394554615,-1.058997944,1.817112786,-0.097796358
ecoli_00592,-0.0124611558,-2.6743849315,-0.31127103700000003,0.7993835850000001,-0.106968907
ecoli_00593,-0.1768762431,-1.7079353545,-0.32669461800000005,0.8157264160000001,-0.080392088
ecoli_00594,-0.297525745,-2.1595154305,-0.094794846,0.6543520810000001,0.007836749
ecoli_00595,0.1458845377,-1.7465418865,-0.25463562100000003,0.46724434000000004,0.016024763
ecoli_00596,0.0547098985,-2.1089531785,-0.620535335,0.29952494700000004,-0.021371975
ecoli_00597,0.5061518325000001,-1.6897091745,-0.9611944590000001,0.9469152430000001,-0.104250461
