,A,UhpA,Crp,YeiE,UvrY
quinone__delmenF__2,0.8440744082,-0.342572039,0.42430167300000005,-0.2837895315,0.447379886
quinone__menF_ale5__1,1.9879083999,-1.410330595,0.904530523,0.7285085675,0.736782359
quinone__menF_ale5__2,2.1115973737,-1.313450261,0.929254393,0.6055633555000001,0.738671902
quinone__menF_ale6__1,1.6435656575,-1.580365144,0.9289372330000001,0.6152282985,0.8686217060000001
quinone__menF_ale6__2,1.3353499523,-1.6513124430000001,0.9358953230000001,0.7130191395000001,0.9000027740000001
quinone__menF_ale7__1,2.084208607,-1.849245372,0.8647486830000001,0.7578064835,0.8256015280000001
quinone__menF_ale7__2,1.9127541997000002,-1.903576938,0.829767083,0.7970101855,0.8620180970000001
quinone__menF_ale8__1,2.4012002689,-1.148243728,1.000233243,0.5109397145,0.8950812300000001
quinone__menF_ale8__2,1.540872311,-1.057928478,0.9954071830000001,0.5136733605,1.053579346
quinone__delmenFubiC__1,0.0231881045,-0.022616655000000003,0.503242803,-0.2423962175,0.503392652
quinone__delmenFubiC__2,0.26885065880000003,-0.035441038,0.5733612730000001,-0.2827777315,0.557030294
quinone__menFubiC_ale1__1,1.9536248979000002,-1.526105737,0.688985203,0.4905705775,0.6171362650000001
quinone__menFubiC_ale1__2,1.8035029441,-1.475575914,0.689163233,0.5205055865,0.7298786890000001
quinone__menFubiC_ale2__1,1.4862218947999999,-1.560837389,0.566404903,0.5780914225,0.7435749110000001
quinone__menFubiC_ale2__2,0.6562303772,-1.6652750360000002,0.587592463,0.5975705075000001,0.7087731890000001
quinone__menFubiC_ale3__1,1.2033762878,-0.272948713,0.10847917900000001,-0.7804207815,0.19805738
quinone__menFubiC_ale3__2,1.036607537,-0.288379051,0.14360144,-0.9960034915,0.268137226
quinone__menFubiC_ale4__1,2.2605848898,-1.242405366,1.042582673,0.3219000265,0.628697331
quinone__menFubiC_ale4__2,2.2693655208,-1.145247016,1.027989663,0.3082911115,0.721295847
oxyR__wt_glc__1,5.5941168964,-0.503638727,0.09382866100000001,-0.9749645155000001,-0.020243386000000002
oxyR__wt_glc__2,5.1206733507,-0.613973313,0.13043923,-0.6508370545000001,0.134421556
oxyR__wt_h2o2__1,5.1281655731,-0.576301222,0.057576022000000004,-0.8647862695,0.11704326
oxyR__wt_h2o2__2,5.2050680377,-0.529346591,0.46187418300000005,-0.0506160885,0.390871572
oxyR__glu_ale4__1,3.0692825539,-0.226360583,0.7723290730000001,-0.1019447155,0.343509707
oxyR__glu_ale4__2,3.0584882725,-0.565944675,0.495795953,-0.4768204065,0.276817774
oxyR__glu_ale4_h2o2__1,4.0011321806,-0.359628065,0.621328373,-0.2076171025,0.420157427
oxyR__glu_ale4_h2o2__2,3.4681132941,-0.27157680300000003,0.486348433,-0.3975325805,0.47462959200000004
oxyR__oxyR_ale17__1,2.0643717472,-0.324868729,0.13801763,-0.7664508205,0.657994806
oxyR__oxyR_ale17__2,2.0303890413,-0.304813756,0.15520324300000002,-0.7266127855000001,0.61718642
oxyR__oxyR_ale17_h2o2__1,3.0023396703,-0.44222332200000003,0.211227453,-0.7854189425,0.6081078480000001
oxyR__oxyR_ale17_h2o2__2,2.6925357562,-0.087742102,0.156206473,-0.7119657215,0.572538601
oxyR__oxyR_ale18__1,4.9960810198,-0.630424689,-0.23326590800000002,-1.1566635514999999,-0.209679164
oxyR__oxyR_ale18__2,4.8830076635,-0.55103754,-0.08594182800000001,-0.8623039035000001,0.015244443000000002
oxyR__oxyR_ale18_h2o2__1,5.331873275,-0.5549146610000001,0.027939159,-0.7506306755000001,0.416536128
oxyR__oxyR_ale18_h2o2__2,5.5953135269,-0.626157191,0.095125363,-0.7322506265000001,0.467098962
oxyR__oxyR_ale19__1,4.2548111212,-0.6473943320000001,-0.186683067,-1.2703928995,0.025396443
oxyR__oxyR_ale19__2,3.9023270608000002,-0.62335145,-0.08065952300000001,-0.5881667255,0.166273042
oxyR__oxyR_ale19_h2o2__1,3.8883835384000003,-0.6624871910000001,-0.32169368600000003,-1.4240970915,0.011112547
oxyR__oxyR_ale19_h2o2__2,4.3996668854,-0.605231917,-0.22926116100000002,-1.5319991895,-0.041798055
oxyR__oxyR_ale20__1,1.1067847936,-0.40793123800000003,-0.29073972200000003,-1.2305818035,0.635844516
oxyR__oxyR_ale20__2,1.4340075776,-0.29770096,-0.328630297,-1.2712224885,0.500249657
oxyR__oxyR_ale20_h2o2__1,2.0162503919,-0.383622722,-0.103214605,-0.9720944265,0.706993697
oxyR__oxyR_ale20_h2o2__2,1.947297867,-0.38723995,-0.05797147800000001,-1.0362629955,0.727850903
svns_pgi__BmePgi24_15__1,0.48178867740000003,-0.08566155,0.20789728300000002,-0.5717222405,0.724170929
svns_pgi__BmePgi24_15__2,0.3217026887,-0.36324316300000004,0.288214413,-0.2895275205,0.734242849
svns_pgi__BmePgi24_26__1,1.0567721295,-0.359498437,0.16856253300000001,-0.8577583745,0.6949242760000001
svns_pgi__BmePgi24_26__2,0.7901367438,-0.16966714600000002,0.144982372,-0.8094508265,0.6738317920000001
svns_pgi__BmePgi24_41__1,1.0302545300000001,0.10337884800000001,0.495849313,0.6114967665000001,0.7098020890000001
svns_pgi__BmePgi24_41__2,0.9826036822,0.165656897,0.08223337900000001,-0.7913658055,0.49957599900000005
svns_pgi__BmePgi24_52__1,0.9215701747,0.09910809,0.260077643,-0.47916137950000004,0.688170602
svns_pgi__BmePgi24_52__2,0.7948407327,0.25109665400000003,0.110092349,-0.8177371645,0.5972019070000001
svns_pgi__PaePgi2_34__1,1.0389878683,0.024218208,0.946417433,-0.8737015215,0.929301797
svns_pgi__PaePgi2_34__2,1.4282178795,-0.11889756500000001,0.980365153,-0.8769434785,0.7836464080000001
svns_pgi__PaePgi2_63__1,1.6287760366000001,0.11497083300000001,0.9986914830000001,-0.6078580195000001,0.612369849
svns_pgi__PaePgi2_63__2,1.980760192,0.089312507,0.9749593430000001,-0.8381396645,0.56372749
svns_pgi__PaePgi24_54__1,2.1053467638,-0.270627308,0.830338573,-0.6636128855,0.636900596
svns_pgi__PaePgi24_54__2,1.7541675081,-0.24705325600000003,0.926503413,-0.4954006165,0.580639503
svns_pgi__PaePgi24_90__1,1.5160186679,0.251514036,0.8096897230000001,-0.3654532995,0.458826991
svns_pgi__PaePgi24_90__2,2.1273000833,0.179247123,0.9991721830000001,-0.37999342950000004,0.6626208640000001
abx_media__m9_ctrl__1,1.152068618,-1.403761105,-0.219087253,0.8115018375,0.349963705
abx_media__m9_ctrl__2,1.2524529251,-1.030455172,0.06872793,0.6582855295000001,0.61803987
abx_media__rpmi_ctrl__1,-0.05812333200000001,-2.964810282,0.181883243,-0.6692529745,0.31880883800000004
abx_media__rpmi_ctrl__2,-0.3528283487,-3.062127164,0.46045822300000006,-0.1393688055,0.41810262200000003
abx_media__camhb_ctrl__1,1.0921848404,-1.939186735,-1.466715649,-1.2867223695,-0.44010279900000004
abx_media__camhb_ctrl__2,1.0110232404,-1.638784258,-1.564214307,-1.4994911295,-0.6658398980000001
abx_media__m9_mero__1,1.2546531718,-1.8118731700000001,0.10006032100000001,0.5336942505,0.483815663
abx_media__m9_mero__2,1.4706896214,-1.085609275,-0.24440689100000001,0.5053459095,0.42326467300000004
abx_media__rpmi_mero__1,-0.018512054,-2.678773549,-0.15585906600000002,-0.8136123755,-0.017060198000000002
abx_media__rpmi_mero__2,-0.4311169997,-2.801983073,0.12222331400000001,-0.7938101505,0.387205776
abx_media__camhb_mero__1,-0.1061094099,-2.788336301,-2.568928611,-1.8601097705,-0.8810764160000001
abx_media__camhb_mero__2,-0.0662018405,-2.592235305,-2.37205329,-1.7607178294999999,-0.7875851340000001
abx_media__m9_trisulf__1,3.1801821938,-1.808732892,-0.13952741600000002,1.4967642475,0.668899113
abx_media__m9_trisulf__2,3.0799090054,-1.601785363,-0.121563182,1.2785158994999999,0.723220626
abx_media__rpmi_trisulf__1,-0.3374505198,-1.920576129,-1.138543574,0.1160357845,0.140669597
abx_media__rpmi_trisulf__2,-0.3795863322,-2.02989067,-1.125744815,0.0844113485,0.185362451
abx_media__camhb_trisulf__1,0.0344557486,-2.295490043,-0.616348749,-0.1169477595,-0.23216089999999998
abx_media__camhb_trisulf__2,0.2981004494,-2.467834168,-0.651084973,-0.0708246585,-0.316203399
abx_media__m9_cef__1,2.0299019202,-1.100224987,-0.424559634,1.6112040955,0.56694868
abx_media__m9_cef__2,1.7734212278,-1.428466688,-0.35219075800000005,1.2252080255,0.5142550730000001
abx_media__rpmi_cef__1,0.1272088986,-2.171674529,0.17718560300000002,0.2770835175,-0.112722152
abx_media__rpmi_cef__2,0.35751066540000004,-2.463171216,0.253641923,0.0669021015,-0.056133331
abx_media__camhb_cef__1,0.8407579804,-1.9781028410000001,-0.8382274850000001,-0.4144691405,-0.50805514
abx_media__camhb_cef__2,0.921533071,-2.088499856,-0.903455694,-0.3507110785,-0.46394949300000005
abx_media__m9_cipro__1,3.771686954,-0.6204212680000001,-0.296102011,1.2878520675,0.06664175600000001
abx_media__m9_cipro__2,3.9010659793,-0.660527755,-0.23094071100000002,1.3502172295000001,-0.009609384
abx_media__rpmi_cipro__1,1.5192597896,-1.682865244,-0.708797459,0.041477243500000004,-0.22450354500000003
abx_media__rpmi_cipro__2,0.6423316501,-1.349654018,-0.968107711,0.20719961750000002,0.081968362
abx_media__camhb_cipro__1,0.6127262803,-2.044007281,-1.356589447,-0.8209278355,-0.7102984920000001
abx_media__camhb_cipro__2,0.5354345653,-2.167714912,-1.123683673,-0.5868234315,-0.6891121640000001
hot_tale__42c_ale3_30c__1,2.0525128764,-0.060564323,0.062207968,-1.7070717165,0.32463996100000003
hot_tale__42c_ale3_30c__2,1.8854125195,-0.11001176100000001,0.01735881,-1.5532178655000002,0.368141392
hot_tale__42c_ale3_37c__1,3.0968184188,-0.328713224,0.43556652300000004,-1.3574351765000001,0.33124899100000005
hot_tale__42c_ale3_37c__2,3.1988318832,-0.486540923,0.40063680300000004,-1.3718414575,0.27095850600000004
hot_tale__42c_ale3_44c__1,1.0649399993,0.9403153110000001,0.37188534300000003,-0.9176315295,0.6865900930000001
hot_tale__42c_ale3_44c__2,0.7513597569,1.011904911,0.35534419300000003,-0.9077441145,0.732005443
hot_tale__hot_ale3_mid_30c__1,2.4028773635,-0.220423686,0.739618883,-2.6339453655,0.3184707
hot_tale__hot_ale3_mid_30c__2,2.7382253216,-0.1872935,0.562500333,-2.2996043395,0.16593887000000002
hot_tale__hot_ale3_mid_37c__1,3.0209901439,-0.408269553,0.5847484430000001,-1.9180030875,-0.402755691
hot_tale__hot_ale3_mid_37c__2,3.1080026224,-0.308270202,0.18943374300000002,-1.7662898605000001,-0.379182399
hot_tale__hot_ale3_mid_44c__1,0.7811922926,0.23903020500000002,-0.071245341,-0.9000309265,-0.19289676700000002
hot_tale__hot_ale3_mid_44c__2,1.4486772603,0.341210395,-0.002275453,-0.9722752325,-0.294967323
hot_tale__hot_ale3_30c__1,3.279610677,-0.367327332,0.515020333,-2.1227978245,0.30893142700000004
hot_tale__hot_ale3_30c__2,3.0511942903,-0.201563144,0.5286701730000001,-2.4864097885,0.19116397300000001
hot_tale__hot_ale3_37c__1,3.1963470323,-0.34559164000000003,0.349377103,-2.0724320255,-0.485256644
hot_tale__hot_ale3_37c__2,3.1927873729,-0.259475761,0.396319383,-2.2854838605,-0.37456946
hot_tale__hot_ale3_44c__1,1.9714257101000001,0.10326573200000001,0.286434483,-1.1207071175,-0.33849393
hot_tale__hot_ale3_44c__2,1.4679969471,0.402762447,0.302318703,-1.3347398345,-0.654417708
hot_tale__hot_ale4_30c__1,0.9369241246000001,-0.30328944900000004,-0.059878781000000006,-1.8288207865000001,-0.40846259
hot_tale__hot_ale4_30c__2,1.3117702338,-0.24444301400000001,0.027680622000000002,-1.9359483255,-0.301349122
hot_tale__hot_ale4_37c__1,1.3606543711999999,-0.266301818,-0.154360834,-1.5020814885,-0.5615470410000001
hot_tale__hot_ale4_37c__2,1.3591773637,-0.180317857,-0.04945323,-1.5888479345,-0.538708386
hot_tale__hot_ale4_44c__1,0.9230768679,0.570556026,0.164713793,-0.8689778905000001,-0.24889961500000002
hot_tale__hot_ale4_44c__2,1.1552558017,0.49724251500000005,0.075804102,-0.7275170375000001,-0.26992249700000004
hot_tale__hot_ale8_30c__1,1.5365705761,0.094696955,-0.056768665,-1.3837373945,-0.6164481740000001
hot_tale__hot_ale8_30c__2,2.2179808852,0.27220135900000003,-0.10699186200000001,-1.4352704495,-0.443136093
hot_tale__hot_ale8_37c__1,3.1721065298,0.35897205400000004,-0.007091699000000001,-1.2636039465,-0.779106379
hot_tale__hot_ale8_37c__2,2.9012121314,0.43858402700000004,-0.044047578000000004,-1.2720567475,-0.7217333640000001
hot_tale__hot_ale8_44c__1,1.5167172009,1.384947807,0.07381628,-0.5349534745,-0.355857542
hot_tale__hot_ale8_44c__2,1.8377975727,1.37327556,0.140506256,-0.49289269550000003,-0.389890524
hot_tale__hot_ale9_mid_30c__1,2.0713088462,-0.30304589200000004,0.119931675,-1.2188817985,0.39982252500000004
hot_tale__hot_ale9_mid_30c__2,2.2483904472,-0.281522853,0.10594186400000001,-1.4603380565,0.311378547
hot_tale__hot_ale9_30c__1,2.1844315843,-0.480132596,0.057352916000000004,-1.9331955495000002,-0.127841432
hot_tale__hot_ale9_30c__2,1.7384551118,-0.382264045,0.174084083,-1.5769278035,-0.053587187
hot_tale__hot_ale9_mid_37c__1,2.5834644334,-0.121579159,-0.07088768,-0.9036254805,-0.37616999700000003
hot_tale__hot_ale9_mid_37c__2,2.3762485257,-0.20243961700000002,0.028525377,-1.3282511035,-0.273958568
hot_tale__hot_ale9_37c__1,2.4659165955,-0.443603305,0.032825572000000004,-1.1886059995,-0.391147993
hot_tale__hot_ale9_37c__2,2.3003545391999998,-0.480029419,0.037217243000000004,-1.1513876315,-0.41908338900000003
hot_tale__hot_ale9_mid_44c__1,1.245548482,0.799150409,0.286125693,-0.7817251755,0.108882399
hot_tale__hot_ale9_mid_44c__2,0.8101140457,0.8621277860000001,0.30561196300000004,-1.4838579295,-0.002986678
hot_tale__hot_ale9_44c__1,0.6720855618,0.554200538,-0.027297961000000003,-0.7208496945,-0.185509952
hot_tale__hot_ale9_44c__2,1.0058830014,0.5951301050000001,-0.086313521,-0.8838430035,-0.24186912
hot_tale__hot_ale10_30c__1,2.486586994,-0.167959127,0.23749544300000003,-1.9304138055000002,0.251977709
hot_tale__hot_ale10_30c__2,2.6038942471,-0.179611598,0.42203483300000005,-2.4060507015,0.21981069800000003
hot_tale__hot_ale10_37c__1,3.1653326212,-0.5015850230000001,0.06875389400000001,-1.8267250635,-0.378550245
hot_tale__hot_ale10_37c__2,3.1996086434,-0.367774886,0.12083432100000001,-1.8016176435,-0.357241572
hot_tale__hot_ale10_44c__1,1.8227736058000001,0.7147079470000001,-0.035753444,-0.6072529945,0.006121199000000001
hot_tale__hot_ale10_44c__2,1.720630922,0.802546764,0.110043497,-0.4107426215,0.09277727200000001
hot_tale__hot_ale16_30c__1,2.5107283453,-0.08521226300000001,0.129309161,-1.4358510025,0.14440513500000002
hot_tale__hot_ale16_30c__2,2.3594787482,-0.070470632,0.251086443,-1.1392151865,-0.039980312000000004
hot_tale__hot_ale16_37c__1,2.8772879527,0.019894578,-0.022647861000000002,-1.6305673585,-0.477338052
hot_tale__hot_ale16_37c__2,3.4159441698,-0.090600659,-0.007290675000000001,-1.5991165035,-0.461107447
hot_tale__hot_ale16_44c__1,1.3991020351,0.7099497560000001,0.039920518,-0.8395070095,0.010037521
hot_tale__hot_ale16_44c__2,1.2839183103,0.872532262,0.206041613,-0.9285230105000001,0.043072651
pdhr_ale__pdhR-13_51__1,4.3934375098,-1.337469487,0.426042593,-0.3451764485,0.548899123
pdhr_ale__pdhR-13_51__2,4.0941012753,-1.188020792,0.345369843,-0.5720005775,0.575680058
pdhr_ale__pdhR-14_46__1,0.9598768876,-1.217036335,0.413744223,0.10890332850000001,0.754674257
pdhr_ale__pdhR-14_46__2,0.7103892864,-1.099492087,0.374689043,-0.0172695345,0.6179702290000001
pdhr_ale__pdhR-15_51__1,5.0144313669,-1.200107515,0.208151253,-0.9772144235,0.630058827
pdhr_ale__pdhR-15_51__2,5.1277382269,-1.205654452,0.291227723,-0.9914253475,0.565301854
pdhr_ale__pdhR-16_49__1,1.0677964242,-1.964724924,0.35863981300000003,-0.3409663305,0.736056005
pdhr_ale__pdhR-16_49__2,1.5721565031,-1.728634291,0.29102474300000003,-0.3816231835,0.230161884
tcs__del_atoC_LiAcet__1,1.4760081819,-1.426531008,0.372321163,0.3320190675,1.062601123
tcs__del_atoC_LiAcet__2,1.4885748029,-1.360448169,0.554500683,0.4584953545,1.090947292
tcs__del_atoC_LiCl__1,1.3500022493000001,-1.6858505560000001,0.729717593,0.6905132095000001,1.235908563
tcs__del_atoC_LiCl__2,1.4005848055,-1.5999106250000001,0.8032040530000001,0.5255207085,1.422896094
tcs__del_atoC_m9__1,1.7208244609,-1.7831131880000002,0.699493633,0.7530017635,1.252231251
tcs__del_atoC_m9__2,1.7539744624,-1.870301547,0.8078232030000001,0.8648082925,1.274650821
tcs__del_baeR_etoh__1,5.6006792452,-5.732279352,0.7253874130000001,1.5294201835,0.7145787450000001
tcs__del_baeR_etoh__2,5.1079451306,-5.546050013,0.8432000030000001,1.5641722435,0.73333286
tcs__del_baeR_lb__1,3.4004037656,-3.326955739,0.45295403300000003,0.9198971565,0.11229696900000001
tcs__del_baeR_lb__2,3.0379428161,-3.23783857,0.513648663,0.7900277265000001,0.15037343
tcs__del_btsR_01xlb__1,1.3800109157,-2.459306558,-1.00432669,0.5956700285000001,-0.069412839
tcs__del_btsR_01xlb__2,1.3339598984,-2.44409943,-1.132510871,0.5047754765,-0.176240431
tcs__del_btsR_lb__1,4.3770939976,-2.816086851,0.905930643,0.6328913355,0.661744956
tcs__del_btsR_lb__2,4.558218377,-2.759264757,0.882795573,0.7182323545,0.659317828
tcs__del_btsR_pyruvate__1,0.6797393079,-2.2293222950000002,-1.207481932,0.5021119015000001,0.002059198
tcs__del_btsR_pyruvate__2,0.4365730179,-2.175004252,-1.260247428,0.5480798365,-0.058981332000000004
tcs__del_cpxR_etoh__1,3.3483164383,-4.8866696130000005,1.209290043,0.8727071485000001,1.034345402
tcs__del_cpxR_etoh__2,3.3867746138,-4.702463436,1.196778413,0.8194297745,1.081285158
tcs__del_cpxR_lb__1,2.5323565902,-3.565241766,0.560846033,1.2195986975,0.22091780200000002
tcs__del_cpxR_lb__2,2.5571987596,-3.707334728,0.640789563,1.2159489755,0.302616001
tcs__del_cusR_CuSO4__1,5.3782438129,-3.272425363,1.046254113,0.6723407635,-0.09053736600000001
tcs__del_cusR_CuSO4__2,5.7303341085,-3.205285049,1.048489943,0.7824956565000001,-0.1137082
tcs__del_cusR_lb__1,4.5226215868,-3.19290599,0.995224693,0.8330581005000001,0.13007024
tcs__del_cusR_lb__2,4.5460861569,-3.277241833,1.040602243,0.8524701425000001,0.295533631
tcs__del_kdpE_01-kcl__1,-0.0903054549,-1.119915948,0.088105161,-0.1997604825,0.485551542
tcs__del_kdpE_01-kcl__2,-0.0499202581,-0.96425593,0.12273579200000001,-0.2886465475,0.6107887860000001
tcs__del_kdpE_115-kcl__1,0.6697234458,-1.592464263,0.04519701,1.1766139665,0.7782058900000001
tcs__del_kdpE_115-kcl__2,0.3955050281,-1.467124184,-0.003365355,1.3252067225,0.692622705
tcs__del_phoB_m9__1,1.0332913998,-1.3621377190000001,0.731063943,0.6279466475000001,0.7900703320000001
tcs__del_phoB_m9__2,1.3117718644,-1.8138892270000002,0.757859213,0.7901070585000001,0.9070870670000001
tcs__del_phoB_m9p__1,3.0097901184,-3.158423801,-0.51730162,-1.2648690894999999,-0.9776306180000001
tcs__del_phoB_m9p__2,3.0561732872,-3.474633387,-0.48681598000000004,-1.0758517675000001,-0.94540694
tcs__del_rcsB_etoh__1,4.6383798549,-5.910728334,0.858421713,1.1243215175,0.5122248890000001
tcs__del_rcsB_etoh__2,4.3676960004,-5.931678431,0.9214160130000001,1.0236531325,0.472614778
tcs__del_rcsB_lb__1,2.9610411507,-2.8399287380000002,0.6655188230000001,0.7885082255,0.27093725300000004
tcs__del_rcsB_lb__2,2.9856719313,-2.831680336,0.700550933,0.8180091755000001,0.24002541300000002
tcs__del_zraR_lb__1,2.6553352587,-2.167810143,0.536767573,0.38209699550000004,0.21779382300000003
tcs__del_zraR_lb__2,2.9161345326,-1.9819551990000002,0.5696375730000001,0.36770175250000003,0.09589819999999999
tcs__del_zraR_zncl2__1,1.4662674767000001,-2.333209407,0.833890483,0.33850544250000003,0.28654279
tcs__del_zraR_zncl2__2,1.2861625755000001,-2.666420241,0.8158754130000001,0.2058040315,0.328508566
tcs__wt_01-kcl__1,0.3915492735,-1.952404465,-0.04219238,0.7471319675,0.941040713
tcs__wt_01-kcl__2,0.1209191851,-1.841364508,-0.041591509000000006,0.5837872225,1.060923394
tcs__wt_01xlb__1,2.5831366743,-2.013397018,-1.18682151,0.37616843050000004,-0.010320218
tcs__wt_01xlb__2,2.6683468993,-1.922085792,-1.187464975,0.4134957295,-0.13422889300000002
tcs__wt_115-kcl__1,0.5861796219000001,-0.97556727,-0.09970663,0.37826768050000004,0.653990814
tcs__wt_115-kcl__2,0.5581820125,-1.13219692,-0.12142913200000001,0.7612968755,0.7231649170000001
tcs__wt_CuSO4__1,4.8885167561,-3.03852182,0.733850203,0.5634035375,-0.40758828
tcs__wt_CuSO4__2,4.9279282877,-3.714595259,0.730520613,0.5992536705,-0.47250765400000005
tcs__wt_etoh__1,5.1099526399,-4.848478121,0.575463063,0.3349425065,0.45980495400000004
tcs__wt_etoh__2,4.9391213784,-4.529439921,0.539484413,0.4839152115,0.46692335900000004
tcs__wt_lb__1,3.1711714747,-3.361008125,0.9893765630000001,0.1801518415,0.33989789
tcs__wt_lb__2,2.7166799453,-3.981123293,1.092255943,0.32457321850000004,0.33795091800000004
tcs__wt_LiAcet__1,3.3662567552000002,-1.874375126,0.649175273,0.2026150435,1.081060333
tcs__wt_LiAcet__2,3.0614768361,-1.665417952,0.406217943,0.32414816150000003,0.9341147630000001
tcs__wt_LiCl__1,3.7374484358,-1.800857608,0.574315623,0.5407159585,0.891778677
tcs__wt_LiCl__2,3.6012252725,-1.850970336,0.6016396030000001,0.41459082950000004,0.885157623
tcs__wt_m9p__1,5.3741301308,-2.850980393,-0.395497808,-0.3050293175,-0.894041054
tcs__wt_m9p__2,5.4351477174,-2.797096116,-0.420119436,-0.24032405850000002,-0.840081713
tcs__wt_pyr__1,2.3154734576,-1.8146925440000001,-1.287916309,0.6563645175,-0.177265533
tcs__wt_pyr__2,2.0521201645,-1.783174414,-1.163147485,0.5449753595,-0.188920477
tcs__wt_zncl2__1,1.1798034872,-2.443331143,0.665530193,0.0320545595,-0.26801009400000003
tcs__wt_zncl2__2,1.0061803195,-2.3294496860000002,0.6831118230000001,0.048578946500000005,-0.10127796200000001
ros_tale__1_112_0pq__1,1.9126961543,0.21492280800000002,0.040594261,-1.1420236725,-0.5900771020000001
ros_tale__1_112_0pq__2,2.1731625409,0.180794907,0.219280403,-0.49388023550000004,-0.5919689960000001
ros_tale__1_112_250pq__1,1.3961043283,-0.7680082770000001,1.110700303,1.6561782935,-0.26980092
ros_tale__1_112_250pq__2,1.2666896672,-1.158639384,0.843117993,1.2041001765,-0.332223502
ros_tale__1_112_750pq__1,1.2720084015,-1.2353627280000001,0.9049245530000001,1.1390780295,-0.27797488400000003
ros_tale__1_112_750pq__2,1.6763463550000002,-1.4798725,1.048487963,0.9818231165,-0.11999825200000001
ros_tale__1_112_750pq__3,1.5151938805,-0.993528018,0.7018120830000001,1.0828353185,-0.22847919900000002
ros_tale__3_76_0pq__1,3.8448909571,0.499263667,0.40668794300000005,-1.5795377885000002,-0.09687279900000001
ros_tale__3_76_0pq__2,4.0126358898,0.478640273,0.36532405300000004,-1.4877476765,-0.011574935000000001
ros_tale__3_76_0pq__3,4.2736052536999996,0.372041447,0.389190503,-1.1842159855,-0.14226028500000001
ros_tale__3_76_0pq__4,4.4158387505,0.47824507800000005,0.43728822300000003,-1.2777866645,-0.09914418100000001
ros_tale__3_76_250pq__1,2.0993323972,0.912730412,-0.610562742,1.1671161875,-0.16325434300000002
ros_tale__3_76_250pq__2,0.8825342049,-0.22949787400000002,-0.773419076,-0.0449762395,-0.433298296
ros_tale__3_76_750pq__1,2.1455506832,-1.54679366,0.051653856000000005,-0.5704544045000001,-0.557991079
ros_tale__3_76_750pq__2,1.9840393371,-0.697631026,-0.9425002680000001,-1.7295580455000001,-0.74096386
ros_tale__7_103_0pq__1,7.1847274056,-1.131454246,0.7026568830000001,0.2607246555,-0.638117895
ros_tale__7_103_0pq__2,7.581576113,-1.496285061,0.947477173,0.6272742945,-0.49415721100000004
ros_tale__7_103_0pq__3,7.3889418084,-0.87271561,0.7939082030000001,0.2918015445,-0.708331523
ros_tale__7_103_0pq__4,7.6071588764,-1.160180371,1.056964733,0.8224787475,-0.616303915
ros_tale__7_103_250pq__1,3.4251426634,-0.651095634,-0.24247490100000002,0.2147131045,-0.6484545140000001
ros_tale__7_103_250pq__2,3.1940167366,-0.417563583,-0.20438087800000002,0.7350475945,-0.69151135
ros_tale__7_103_750pq__1,3.3460361231,-0.521888207,0.088597729,0.0157347095,-0.654185945
ros_tale__7_103_750pq__2,3.7999397673,-0.447163597,0.14973729300000002,-0.0665069145,-0.786955759
ros_tale__9_77_0pq__1,1.4293435399,0.10912845500000001,-0.7757600000000001,0.9024009105,-0.281251821
ros_tale__9_77_0pq__2,1.7189689033,0.011847821000000001,-0.573824628,0.9319959255,-0.370505491
ros_tale__9_77_250pq__1,1.2146417869000001,0.185705995,-0.910153037,1.3631855145,-0.40347030100000003
ros_tale__9_77_250pq__2,1.4800333588,0.068508893,-0.9544832510000001,1.2041606375,-0.27502555900000003
ros_tale__9_77_750pq__1,1.671256998,0.19039708100000002,-0.588176502,0.9245383915000001,-0.330483371
ros_tale__9_77_750pq__2,1.4814528472,0.22420795500000001,-0.8824148350000001,1.1731096275,-0.41215192300000003
ros_tale__11_83_0pq__1,2.1500367708,-0.802912496,0.767703793,1.2862682115,0.431197722
ros_tale__11_83_0pq__2,2.2797188041,-0.6356672090000001,0.727341753,1.1021183155,0.339891105
ros_tale__11_83_250pq__1,2.3709908357,-0.900665979,0.616797033,1.1913356385,0.30816369400000004
ros_tale__11_83_250pq__2,2.3371720995,-0.88151995,0.8796841830000001,1.1511176385,0.242384489
ros_tale__11_83_750pq__1,2.8062326354,-0.7838583650000001,0.9722065830000001,1.2336988055,0.406700355
ros_tale__11_83_750pq__2,2.8735319956,-1.008360457,1.096863553,1.1574790795,0.574444021
ros_tale__13_87_0pq__1,4.6689059886,-0.538955649,0.40261139300000004,0.5936550115,-0.239571588
ros_tale__13_87_0pq__2,4.4519623415,-0.431493446,0.201186783,0.27773619050000004,-0.49734860300000006
ros_tale__13_87_250pq__1,4.556117263,-0.5701927950000001,0.613315693,0.8646781125,-0.014016725
ros_tale__13_87_250pq__2,4.8816327313,-0.7324982,0.806008833,0.7772629125,-0.093467644
ros_tale__13_87_750pq__1,5.0790556613,-1.198610616,1.099164733,0.8866241055,0.049275504000000005
ros_tale__13_87_750pq__2,4.8886463591,-1.315564887,1.124829123,0.7516979165000001,0.19489239200000003
ros_tale__14_27_0pq__1,4.4869505715999995,-0.410330052,-0.037079376000000004,-0.0701901135,-0.15930296900000002
ros_tale__14_27_0pq__2,4.5174952302,-0.440619751,-0.11367244900000001,0.1380576435,-0.182580718
ros_tale__14_27_250pq__1,3.6039298609,-0.400626965,0.407816973,1.2294510415,-0.159866331
